Key,en,es,ar,fr
appLOptional,(Optional),(Opcional),(خياري),(Facultatif)
appLNoDataFound,No Data Found,No se encontraron datos,لم يتم العثور على أي بيانات,Aucune donnée trouvée
appLBookingSuccessfully,Your Booking Is Successfully Completed,Su reserva se ha completado correctamente,تم إتمام حجزك بنجاح,Votre réservation a été effectuée avec succès
appLContinue,Continue,Continuar,يكمل,Continuer
appLConfirm,Confirm,Confirmar,يتأكد,Confirmer
appLPayWIth,Pay With,Pagar con,ادفع بـ,Payer avec
appLNoContentAvailable,No onboarding content available,No hay contenido de incorporación disponible,لا يوجد محتوى متاح,Aucun contenu d'intégration disponible
appLSelectCurrency,Select Currency,Seleccionar moneda,اختر العملة,Sélectionnez la devise
appLSelectCountry,Select Country,Seleccionar país,اختر البلد,Sélectionnez un pays
appLSelectMethod,Payment Method,Método de pago,طريقة الدفع,Mode de paiement
appLConfirmBooking,Confirm Booking,Confirmar reserva,تأكيد الحجز,Confirmer la réservation
appLLanguage,Language,Idioma,لغة,Langue
appLAreYouSure,Are you sure you want to log out of your account?,¿Está seguro de que desea cerrar sesión en su cuenta?,هل أنت متأكد أنك تريد تسجيل الخروج من حسابك؟,Êtes-vous sûr de vouloir vous déconnecter de votre compte ?
appLAreYouSureDelete,Are you sure you want to Delete your account?,¿Estás seguro que deseas eliminar tu cuenta?,هل أنت متأكد أنك تريد حذف حسابك؟,Êtes-vous sûr de vouloir supprimer votre compte ?
appLLocationNotAbleAble,Not available,No disponible,غير متوفر,Pas disponible
appLLogOut,Log Out,Finalizar la sesión,تسجيل الخروج,Se déconnecter
appLLogOu,Log Out?,¿Finalizar la sesión?,تسجيل الخروج؟,Se déconnecter ?
appLCancel,Cancel,Cancelar,يلغي,Annuler
appLRestart,Restart,Reanudar,إعادة تشغيل,Redémarrage
appLLongTitle,"This car is amazing! Its fast, powerful, and handles like a dream.","¡Este coche es increíble! Es rápido, potente y se maneja de maravilla.",هذه السيارة مذهلة! إنها سريعة وقوية، وقيادتها رائعة.,"Cette voiture est incroyable ! Elle est rapide, puissante et se conduit comme un rêve."
appLLongText,"Maintain 1,000+ horsepower all the way to 200 mph with Tri-Moto All-Wheel Drive, featuring high-torque vector and three independent clutched sleeved rotors.","Mantenga más de 1000 caballos de fuerza hasta 200 mph con la tracción integral Tri-Moto, que cuenta con un vector de torque alto y tres rotores con manguitos de embrague independientes.",حافظ على أكثر من 1000 حصان حتى سرعة 200 ميل في الساعة باستخدام نظام الدفع الرباعي Tri-Moto، الذي يتميز بمتجه عزم الدوران العالي وثلاثة دوارات مستقلة ذات أكمام.,"Maintenez plus de 1 000 chevaux jusqu'à 200 mph avec la transmission intégrale Tri-Moto, dotée d'un vecteur de couple élevé et de trois rotors à manchon à embrayage indépendants."
appLHome,Home,Hogar,بيت,Maison
appLEnterYourEmail,Enter Your Email,Ingrese su correo electrónico,أدخل بريدك الإلكتروني,Entrez votre e-mail
appLEnterEmail,Enter Email,Introducir correo electrónico,أدخل البريد الإلكتروني,Entrez l'e-mail
appLEnterPassword,Enter Password,Introducir contraseña,أدخل كلمة المرور,Entrez le mot de passe
appLDontHaveAccount,Didnt  Have Account,No tenía cuenta,لم يكن لدي حساب,Je n'avais pas de compte
appLEnterEmailAddress,Enter Your Email Address,Ingrese su dirección de correo electrónico,أدخل عنوان بريدك الإلكتروني,Entrez votre adresse e-mail
appLEnterYourPassword,Enter Your Password,Ingrese su contraseña,أدخل كلمة المرور الخاصة بك,Entrez votre mot de passe
appLBuyNow,Buy Now,Comprar ahora,اشتري الآن,Acheter maintenant
appLEnterTheOtpVerification,Enter The Otp Verification,Ingrese la verificación OTP,أدخل التحقق من OTP,Entrez la vérification OTP
appLWeSentGitCodeHere,We sent a 6 digit code here,Enviamos un código de 6 dígitos aquí,لقد أرسلنا رمزًا مكونًا من 6 أرقام هنا,Nous avons envoyé un code à 6 chiffres ici
appLLogInTitleTextVendor,Welcome to Carbo Vendor Portal,Bienvenido al portal de proveedores de Carbo,مرحباً بكم في بوابة بائعي كاربو,Bienvenue sur le portail des fournisseurs Carbo
appLResetPasswordTitleTextVendor,Forget Password,Olvidé mi contraseña,نسيت كلمة المرور,Mot de passe oublié
appLLogInDescriptionTextVendor,Access tools that make managing your car bookings simple and efficient.,Acceda a herramientas que hacen que la gestión de sus reservas de coches sea sencilla y eficiente.,تمتع بالأدوات التي تجعل إدارة حجوزات سيارتك بسيطة وفعالة.,Accédez à des outils qui rendent la gestion de vos réservations de voitures simple et efficace.
appLLogInDescriptionText2,"Built for vendors, designed for growth.","Creado para proveedores, diseñado para el crecimiento.",مُصمم للبائعين، مُصمم للنمو.,"Conçu pour les fournisseurs, conçu pour la croissance."
appLRegisterTitleText,Register Your Account,Registre su cuenta,سجل حسابك,Enregistrez votre compte
appLRegisterDescriptionText,Create an account to access our vendor portal and start managing your bookings.,Cree una cuenta para acceder a nuestro portal de proveedores y comenzar a administrar sus reservas.,قم بإنشاء حساب للوصول إلى بوابة البائعين لدينا والبدء في إدارة حجوزاتك.,Créez un compte pour accéder à notre portail fournisseur et commencer à gérer vos réservations.
appLNewTo,New To,Nuevo en,جديد إلى,Nouveau à
appLLogInAndStay,Login And Stay,Iniciar sesión y permanecer,تسجيل الدخول والبقاء,Connectez-vous et restez
appLOurSecureLogIn,Our Secure LogIn,Nuestro inicio de sesión seguro,تسجيل الدخول الآمن لدينا,Notre connexion sécurisée
appLResetYourForgotten,Reset Your Forgotten,Restablecer lo olvidado,إعادة تعيين بياناتك المنسية,Réinitialisez vos oubliés
appLTakeControl,Take Control,Tomar el control,سيطر على الأمور,Contrôler
appLRememberMe,remember Me,Acuérdate de mí,تذكرنى,souviens-toi de moi
appLRegisterForAnAccount,Register For An Account,Regístrese para obtener una cuenta,سجل للحصول على حساب,Créer un compte
appLBecomeAPart,Become A Part,Conviértete en parte,كن جزءًا,Devenez une partie
appLNowYouAreAble,Now You Are Able,Ahora eres capaz,الآن أنت قادر,Maintenant tu es capable
appLAddCar,Add Car,Agregar coche,أضف سيارة,Ajouter une voiture
appLTurnYou,Turn Your Car into an,Convierte tu coche en un,حوّل سيارتك إلى,Transformez votre voiture en un
appLEaringMachine,Earning Machine!,¡Máquina de ganar dinero!,آلة الربح!,Machine à gagner !
appLEarnExtra,Earn extra income effortlessly.,Gana ingresos adicionales sin esfuerzo.,احصل على دخل إضافي بكل سهولة.,Gagnez un revenu supplémentaire sans effort.
appLReach,Reach thousands of potential renters.,Llegue a miles de inquilinos potenciales.,الوصول إلى الآلاف من المستأجرين المحتملين.,Atteignez des milliers de locataires potentiels.
appLEnjoy,Enjoy full control over your car’s availability.,Disfrute de un control total sobre la disponibilidad de su vehículo.,استمتع بالتحكم الكامل في توفر سيارتك.,Bénéficiez d’un contrôle total sur la disponibilité de votre voiture.
appLHelp,Help others with convenient travel solutions.,Ayude a otros con soluciones de viaje convenientes.,مساعدة الآخرين بحلول السفر المريحة.,Aidez les autres avec des solutions de voyage pratiques.
appLAre,Vehicle Model,Modelo de vehículo,طراز السيارة,Modèle de véhicule
appLVehicleNumber,Enter Vehicle Number,Ingrese el número del vehículo,أدخل رقم السيارة,Entrez le numéro du véhicule
appLVehicleName,Enter Vehicle Name,Ingrese el nombre del vehículo,أدخل اسم السيارة,Entrez le nom du véhicule
appLVehicleTotalSeat,Enter Vehicle Total Seat,Ingrese el número total de asientos del vehículo,أدخل إجمالي مقاعد السيارة,Entrez le nombre total de sièges du véhicule
appLVehiclePerKm,Enter Vehicle Per Km,Introduzca el vehículo por km,أدخل عدد المركبات لكل كيلومتر,Entrez le véhicule par km
appLAddNow,Add Now,Agregar ahora,أضف الآن,Ajouter maintenant
appLVehicleModel,Enter Your Vehicle Model,Ingrese el modelo de su vehículo,أدخل طراز سيارتك,Entrez votre modèle de véhicule
appLVehicleType,Select Vehicle Number,Seleccione el número de vehículo,حدد رقم السيارة,Sélectionnez le numéro du véhicule
appLPerKm,Enter Vehicle Per Km Charge,Ingrese el cargo por km del vehículo,أدخل رسوم السيارة لكل كيلومتر,Saisir le tarif du véhicule par kilomètre
appLWorkingExperience,Enter Your Experience,Ingresa tu experiencia,أدخل تجربتك,Entrez votre expérience
appLAddNewCar,Add New Car,Agregar nuevo auto,إضافة سيارة جديدة,Ajouter une nouvelle voiture
appLTwofa,Two Fa Authentication,Autenticación de dos Fa,مصادقة ثنائية,Authentification à deux Fa
appLAbout,About,Acerca de,عن,À propos
appLContactUs,Contact Us,Contáctenos,اتصل بنا,Contactez-nous
appLHelpAndSupport,Help And Support,Ayuda y soporte,المساعدة والدعم,Aide et support
appLBooking,Booking Request,Solicitud de reserva,طلب الحجز,Demande de réservation
appLAreYouSureVendor,Are You Sure?,¿Está seguro?,هل أنت متأكد؟,Es-tu sûr?
appLYes,Yes,Sí,نعم,Oui
appLNo,No,No,لا,Non
appLPhoneNumber,Phone Number,Número de teléfono,رقم التليفون,Numéro de téléphone
appLWalletBalance,Wallet Balance,Saldo de la billetera,رصيد المحفظة,Solde du portefeuille
appLComleteRide,Complete Ride,Viaje completo,رحلة كاملة,Parcours complet
appLRoundTip,Round Trip,Ida y vuelta,رحلة ذهاب وعودة,Aller-retour
appLBookingRejectVendor,Booking Reject,Rechazo de reserva,رفض الحجز,Rejet de réservation
appLEnteredAmount,Entered Amount,Cantidad ingresada,المبلغ المدخل,Montant saisi
appLTotalFeesAndCharges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والتكاليف,Total des frais et charges
appLWillGet,Will Get,Lo conseguiré,سوف تحصل,Obtiendra
appLTotalPayableAmount,Total Payable Amount,Importe total a pagar,إجمالي المبلغ المستحق,Montant total à payer
appLAvailableBalance,Available Balance,Saldo disponible,الرصيد المتاح,Solde disponible
appLCharge,Charge,Cargar,تكلفة,Charge
appLSelectPaymentCurrency,Select Payment Currency,Seleccione la moneda de pago,حدد عملة الدفع,Sélectionnez la devise de paiement
appLSummery,Summery,Veraniego,صيفي,Estival
appLWithdrawMoney,Withdraw Money,Retirar dinero,سحب الأموال,Retirer de l'argent
appLDate,Date,Fecha,تاريخ,Date
appLTransactionId,Transaction ID,ID de transacción,معرف المعاملة,ID de transaction
appLPickUpLoaction,Pick-up location,Lugar de recogida,مكان الاستلام,Lieu de prise en charge
appLPickUpdateVendor,Pick-up date,Fecha de recogida,تاريخ الاستلام,Date de prise en charge
appLPickUptimeVenodor,Pick-up time,Hora de recogida,وقت الاستلام,Heure de prise en charge
